순번,과목명,담당교수,성적부여,평점,과제,조모임,학점 비율,출결,시험 횟수,추천수,리뷰
10019,글로벌 문화와 지역학,박미령,Grade,4.5,없음,없음,비율 채워줌,전자출결,한 번,0,열심히 녹음한 영상 올려주십니다. 수업 열심히 듣고 많이 이야기한거 기억해두면 됩니다. 커닝방지용으로 시험시간에 비해 문제가 많아서 걱정 안 하셔도 될거예요.
10019,글로벌 문화와 지역학,박미령,Grade,4.5,없음,없음,비율 채워줌,전자출결,한 번,0,강의자료 열심히 외웠는데 생각보다 문제가 쉽고 영상을 봐야 풀 수 있는 문제들이 있었어서 전 망했었네요 ㅜ 교수님은 좋으셨고 내용은 조금 지루했지만 무난한 교양이었어요.
10019,글로벌 문화와 지역학,박미령,Grade,4.5,없음,없음,비율 채워줌,전자출결,한 번,0,수업내용은 조금 지루했지만 설명도 잘해주시고 반복하시는 부분이 많아요! 수업을 잘 듣고 필기해야만 풀 수 있는 문제들도 꽤 있었어요! 근데 수업만 잘들으면 문제는 진짜 쉬운편입니당! 단답형이었는데 생각보다 쉬워서 몇번 검토했던 것 같아요 과제도 없고 그냥 올라오는 수업자료만 열심히 들으면 될듯해여
10019,글로벌 문화와 지역학,박미령,Grade,4.5,없음,없음,비율 채워줌,전자출결,한 번,0,비대면 수업이었지만 교수님 동영상 수업 듣다보면 학생들에게 맞춰주려 하시고 엄청 친절하시고 좋으세요!! 동영상 끝나고 질의응답에 간단한 수업에 관련된 답변 적으면 됩니다 시험은 프린트에 없어도 수업에 언급된 내용 몇 개 내셔서 수업을 잘 들어야할거같아요 시험도 공부를 한 사람이 풀 수 있는 난이도? 안듣고 강의자료로만 공부하면 풀기 까다롭긴 한거 같아요 이번에 비대면이라서 50퍼센트 A는 교수님 재량이지만 50퍼 비율을 안채우신 느낌..? 그냥 평소대로 30퍼 A채우신 느낌이 듭니다.. 아니면 학생들이 다들 시험을 잘 봤을수도.. 생각보다 학점따려면 열심히 하셔야합니다!
10020,글로벌 음식문화와 생활문화,이상오,Grade,4.69,보통,없음,학점느님,전자출결,한 번,0,진짜 대면하고싶던 수업이었어요. 교수님도 재밌으시고 강의 내용도 꼼꼼하시고 좋습니다. 비대면 개인적으로 너무 힘들었어서 스트레스 많이 받았는데 그저 빛상오...... 과제도 너무 재밌고 한 학기 내내 즐거웠습니다!
10020,글로벌 음식문화와 생활문화,이상오,Grade,4.69,보통,없음,학점느님,전자출결,한 번,0,너무 좋은 수업이었다. 학생들을 먼저 생각해주시고 배려해주셔서 첫 비대면수업에도 불구하고 굉장히 편리하고 좋았다. 수업내용도 어렵지않고 지식들 쌓아가는 느낌이라 편하게 공부하기 좋았다. 시험도 강의자료에서만 나와서 공부하기 편했고 전반적으로 매우만족하는 수업이었다. 교양 원탑
10020,글로벌 음식문화와 생활문화,이상오,Grade,4.69,보통,없음,학점느님,전자출결,한 번,0,유일하게 직접 대면으로 듣고 싶은 수업이었어요 학생들 입장에서 먼저 생각해주시고 너무 감사했습니다 대면에 비해 수업 퀄리티가 좀 떨어지는거 같다고 학생들에게 미안하시다며 커피 한 잔이라도 사고 싶다고 연락 달라하셨는데 진짜 연락 드려서 커피 마시며 얘기 나누고 싶었어요 힘든 비대면 수업 속에서 유일하게 위로(?) 받고 즐거웠던 수업입니다 중간고사는 안쳐서 기말에 몰아서 봐서 다소 부담감이 있었지만 수업 내용 자체도 흥미롭고 재밌었습니다
10020,글로벌 음식문화와 생활문화,이상오,Grade,4.69,보통,없음,학점느님,전자출결,한 번,0,꼼꼼히만 보면 시험은 잘 볼 듯 합니다. 교수님도 좋으셨고요.. 그저 대면이 아니여서 아쉬웠습니다.
10020,글로벌 음식문화와 생활문화,이상오,Grade,4.69,보통,없음,학점느님,전자출결,한 번,0,교수님 진짜 친절하시고 고지식 X수업도 열심히 잘 해주십니다!! 수업내용이 어렵지도 않고 시험볼 때 꼼꼼히만 보면 점수 잘 받을 수 있으실 거예요
10020,글로벌 음식문화와 생활문화,이상오,Grade,4.69,보통,없음,학점느님,전자출결,한 번,0,비대면인 만큼 학생들이 가장 불편할거라 생각하시며 편의 잘 봐주시고 배려 많이해주셨습니다.! 모든 학생들의 의견들을 다 수렴해주시고 피드백해주시는데 오히려 비대면이라 많이 부족한것 같아 미안하다고하십니다. 강의 내용도 아주 재밌고 이야기식으로 술술 넘어가서 더 기억에도 많이 남고 상식도 많이지는 느낌이었습니다!!
10020,글로벌 음식문화와 생활문화,이상오,Grade,4.69,보통,없음,학점느님,전자출결,한 번,0,비대면이어서 너무 아쉬웠던 수업. 정말로 대면으로 들으면 얼마나 재미질까 궁금한 수업. 이 계기로 이 교수님 다른 강의도 듣고 싶어졌습니다. 그리고 과제로 내주신 토마토달걀볶음이 맛있어서 하루에 1번씩은 꼭 해먹는 것 같습니다.
10020,글로벌 음식문화와 생활문화,이상오,Grade,4.69,보통,없음,학점느님,전자출결,한 번,0,교수님 진짜진짜 좋으세요. 학생들을 배려해주시려고 엄청 노력하세요. 짱좋아요👍👍
10020,글로벌 음식문화와 생활문화,이상오,Grade,4.69,보통,없음,학점느님,전자출결,한 번,0,교수님이 학생들을 많이 배려해 주셔서 너무 좋았어요~
10020,글로벌 음식문화와 생활문화,이상오,Grade,4.69,보통,없음,학점느님,전자출결,한 번,0,비대면으로수업했지만 확실히 좋으신분이란건알것같음 지루하지않게 동영상도많이 해주시고 과제도 2내주시는데 어렵지않음
10020,글로벌 음식문화와 생활문화,이상오,Grade,4.69,보통,없음,학점느님,전자출결,한 번,0,대면으로 진행했으면 좋았겠다고 생각했던 수업이에요. 내용이 어려워서 힘들어질 때쯤 동영상도 넣어주시고 내용이 지루해질 때쯤 농담 한 번 더 던져주시고 제일 중요했던 건 누구보다 학생을 위하는 모습을 보여주셨던 교수님이 너무 좋았어요. 과제로 부담을 주면 안된다면서 부담되지 않는 주제의 과제로 얼마 내시지도 않으셨고 비대면으로 수업하는 점에 대해서 항상 학생들에게 미안한 마음을 가지셨어요. 수업 내용도 수업 내용대로 너무 좋았지만 너무 좋은 교수님의 수업이라 그런지 첫 대학생활 교양 수업을 이걸 고른 것에 대해 후회하지도 않고 너무 좋아요. 다시 선택할 수만 있다면 선택하고 싶은 교양!
10020,글로벌 음식문화와 생활문화,이상오,Grade,4.69,보통,없음,학점느님,전자출결,한 번,0,교수님 재밌으시고 수업내용도 재밌음! 말씀이 좀 많으셔서 비대면강의로는 좀 힘들었음 영상도 짤막하게 재밌게 볼 수 있음
10020,글로벌 음식문화와 생활문화,이상오,Grade,4.69,보통,없음,학점느님,전자출결,한 번,0,비대면에 제일 좋았던 교수님입니다.. 과제도 쉽고 재미있어요 강의도 유튜브 영상 많이 넣어주셔서 힘들 때 즈음 깨워주셔요 대면강의로 못 들은 게 아쉽습니다 ㅠㅠ
10021,글로벌 음식문화와 생활문화,구교현,Grade,3.89,없음,없음,비율 채워줌,반영안함,한 번,0,하기계절학기 수강하였습니다 범위가 많고 헷갈리는 부분도 많았어요 성적은 한만큼 주시네요 엄청 수업 내용에 대해 기대했는데 기억에 남는건 중국뿐이네요 ㅋㅋ...
10021,글로벌 음식문화와 생활문화,구교현,Grade,3.89,없음,없음,비율 채워줌,반영안함,한 번,0,범위가 많았고 과제가 비대면이라 사라졌어요 기억나는건 교수님이 조조를 좋아하시는거랑 수도원에서 빚는 술과 많은중국음식과 남북한음식들?
10021,글로벌 음식문화와 생활문화,구교현,Grade,3.89,없음,없음,비율 채워줌,반영안함,한 번,0,계절학기 들었는데 솔직히 안밀리고 다 듣고 하루전에 본인이 정리한거 보면 무조건 학점 잘 받는 수업임
10021,글로벌 음식문화와 생활문화,구교현,Grade,3.89,없음,없음,비율 채워줌,반영안함,한 번,0,"[하계계절] 비대면이라 꿀이라고 생각할 수 있는데, 난 모르겠음... 범위가 엄청 많고 중문과 교수님이셔서 중국문화의이해 느낌이 강함. 시험도 타임어택이고 뭐랄까 공부 많이했다고 많이 맞추는건 또 아닌듯 그냥 3점정도 강의였던듯"
10021,글로벌 음식문화와 생활문화,구교현,Grade,3.89,없음,없음,비율 채워줌,반영안함,한 번,0,충북대 통틀어서 역대급 빌런. 중간에 교수님께서 마지막 수업 전날 시험문제 전부 찝어준다하고 이것만 보면 A이상 그냥 넘긴다하셨는데. 찝어주지도않고 바로 런하심. 큰 코 다친 애들 엄청 많을 듯
10021,글로벌 음식문화와 생활문화,구교현,Grade,3.89,없음,없음,비율 채워줌,반영안함,한 번,0,ppt 퀄 굉장히 떨어짐. 중국 음식과 생활 문화를 듣는다고 느꼈습니다. 한자도 많구요 한번에 전범위를 시험 보다보니 정리할 때 양이 정말 많았어요 교수님은 문의 답변도 친절하게 잘 해주시더라구요 좋으신 분 같습니다 비대면이라 그나마 편했어요
10021,글로벌 음식문화와 생활문화,구교현,Grade,3.89,없음,없음,비율 채워줌,반영안함,한 번,0,(여름) 출결이나 과제가 없어서 부담은 없으나 나눠 주시는 자료에 한자가 많아 다시 정리하기가 힘들고 빈칸도 꽤 있어서 수업 잘 들으면서 필기 해야 합니다 시험 문제는 쉬우나 문제 수에 비해 시간은 짧고 객관식 같은 경우 한 단어만 틀리게 해서 헷갈리는 문제가 많습니다 요약정리 한 게 있어도 시간이 짧아서 매시간 열심히 듣는 걸 추천드립니다
10021,글로벌 음식문화와 생활문화,구교현,Grade,3.89,없음,없음,비율 채워줌,반영안함,한 번,0,(비대면) 전 교수님 수업 좋았어요~ 나름 꿀이라 생각했음. 동영상은 유튜브에 올려주시는데 시간날때마다 보면되요. 출결도 전혀 신경안씁니다. 과제도 아예 없어서 좋아요! 다만 기말 한번 보다보니까 시험공부할 량이 엄청 많다는 것... 시험시간도 적게 주세요. 어차피 시험은 비대면 오픈북이니 미리 정리본 같은거 정리하셔서 시험보시면 좋아요. 그렇게 빡세지도 않습니다 ㅎㅎ
10021,글로벌 음식문화와 생활문화,구교현,Grade,3.89,없음,없음,비율 채워줌,반영안함,한 번,0,"(*비대면 여름 계절학기 기준) 3시간 강의 1시간만 수업하심 것두 영상을 많이 보여주심 사실 수업내용보단..... 영상이나 교수님 사설이 더 재밌어서 흥미로웠음/출석체크, 과제 없음 개꿀/온라인시험 기말1번/외울 양이 방대하다보니 비대면이라 다행인듯. 비대면 오픈북이라 프린트 찾아가면서 풀 수 있는데 시험시간이 짧음. 요약본하나 만들어서 관련내용 적어놓고 시험때 참고하는걸 추천."
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,초보자에 맞춰서 기초부터 알려주시기에 모든분들이 걱정없이 들어도 될 것 같아요. 시험도 쉬운 편이라 배운 것들을 열심히 공부하면 좋은 성적 받을 수 있을거에요 :)
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,정말 쉽게 가르쳐 주시려고 노력하시고 궁금한 거나 모르는 거 있어서 물어보면 제가 이해하도록 설명해 주십니다. 일본어 처음 접하는 사람이 들어도 괜찮은 거 같아요! 시험문제는 쉽습니다.
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,강의는 진짜 쉽고 재밌었음 그리고 교수님이 소통하시려고 노력하시는데 막상 이야기하면 일방적인 교수님 이야기 들어주는 느낌이었음.
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,정말 새로 배우는 학생들에게 맞춰서 수업해주세요. 시험은 쉬운편이지만 처음배우는 학생에겐 어려운 부분이 있을수도 있어요. 열심히 한만큼 성적 나오는것같아요
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,기초일본어라는 강의명에 맞게 모든학생들이 일본어를 처음 접한다. 라는 마인드? 로 수업해주십니다! 물론 수강생들중 일본어를 접한 분들이 많지만 성실하게 수업하면서 언급하시는것들 만 꼼꼼히 공부하면 에이플 나옵니다 ! 시험은 쉬운편이기때문에 실수하지않는게 중요해요 !
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,공부만 제대로 하시면 에이플 가능하시고요 ㅎㅎ 좋습니다
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,진짜 교수님 착하시고 친절하세요!! 시험도 엄청 쉽지만 학점 따기는 좀 힘들거 같아요 근데 진짜 좋은 강의 입니다!!!! 일본어 못하는 학우들도 천천히 잘 알려주세요!!
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,일본어 잘 하시는 분들이 많이 듣는 수업 같습니다 시험은 어려운 편이 아니라 더더욱 학점 따기 어려웠습니다 교수님께서 설명을 친절하게 잘 해주시고 수업은 재미있습니다~
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,교수님만의 암기법이 있는데 시험을 위해 외우지만 한달만 지나도 기억안남
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,기초부터 알려주시기 때문에 일본어 모르셔도 수업 따라가기에는 무리 없어요!! 시험도 쉬운 편입니다. 근데 기본적으로 일본어에 대해 잘 아는 사람도 많고 시험도 쉽기 때문에 한두개만 실수해도 학점이 내려가요 ㅠㅠ 학점 신경안쓰고 정말 일본어에 대해 기초적인 부분이라도 알고 싶다면 강추입니다!!
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,수시 평가라고 해서 단어 빡세게 외우는 시험까지 총 3번 시험봅니다 교수님 강의력은 좋으신 편 이것때문에 종강 일주일이 미뤄졌습니다... 보통 시험보는 기간보다 일주일 뒤에 봅니다
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,"일본어는 히라가나만 아는 수준이었는데 교수님이 설명을 진짜 잘해주셔서 어려운건 하나도 없었습니다. 암기법 같은 것도 알려주시는데 이게 은근 효과가 있었어용ㅋㅋㅋ시험은 중간,단어시험,기말 이렇게 세 번 보는데 중간고사랑 단어시험은 다들 잘 보는 느낌이었습니다..앞으로 일본어를 더 배우려고 하는데 기초 다지기에 정말 좋았던 수업이었어요!"
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,진짜 수업도 재밌고 쉽게 잘 알려주세요!! 다만 다들 일본어 기본지식이 있으니 열심히 공부하셔야해요
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,"교수님 정말 좋으세요. 학생들 이름이랑 얼굴 다 외우시고 출석은 매번 부르시진 않지만 알아서 체크하십니다ㅎ 열정적으로 수업하시고 이해를 못하는 사람 정말 있을 수가 없습니다. 언어지만 말하기 과제는 없고 중간고사, 수시평가, 기말고사 이렇게 시험 세번있어요. 중간고사는 히라가나랑 조사같은거 쓰는거라 정말 매우매우 쉽고 수시평가와 기말고사에서 점수가 갈립니다. 수시평가는 단어시험이에요!! 한자 외우면 플러스 점수라 도움 되고 열심히 수업 참여하는거 평소에 보이면 교수님이 점수 잘 주십니다. 일본어 태어나서 처음배우는데 에이쁠 받았어요!!"
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,완전 에너지도 넘치시고 너무 즐거운 수업이었어요 전혀 졸 수가 없는 시간이였습니다 추천드려요 ㅎㅎ
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,진짜 조으신 분. 히라가나 이런거 대학교와서 처음 배우는데 중간고사 1문제틀림. 근데 시험이 너무 쉽긴 해서 다른 강의평 보면 알지만 좋은등급 맞기 빡셀듯... 그래도 다 제외하고 순수한 학생의 입장에서 보자면 이렇게 잘 알려주시는 분이 있을까 싶네요. 재밌어서 분위기도 좋아요.
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,진짜 교수님은 너무 좋은데 일본어 마스터자들이 너무 많아서 시험 때 두세개 실수만 해도 비쁠 나옴 ㅠㅠ 잘 생각해 보고 하시길... 학점 상관없이 일본어를 진짜 기초부터 알고 싶으신 분에겐 강추!
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,시험이 쉽다보니 실수하면 b나옵니다 실수안하도록 하셔야됨
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,"수업 내용도 안 어렵고 시험 공부가 어려운것도 아님, 일본어 알고 있는 사람이라면 추천"
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,개꿀강의임 진짜 히라가나 알고있으면 더 쉽겠지만 아니어도 기초부터 가르쳐주심 출석 중요함 따라만 가면 에이쁠무리없음
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,시험 만점 받아서 A+ 주셨어요. 학점을 고려하면 수업하기 전에 먼저 얘습하고 시험전에 잘 외우면 성적이 잘 나옵니다. 조금이라도 일본어를 접한 적이 있는 사람이 시험에 유리하겠지만 수업은 완전 기초부터 잘 가르치십니다. 원래 아에 몰라도 부담없이 잘 따라 들 수 있습니다.
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,"중간, 기말, 수시평가. 이렇게 3가지의 시험을 보는데 솔직히 수업 열심히 들으면 공부 안 해도 A0는 나옵니다. 교수님도 매우 재밌고 열정적이신 분이라 좋고요."
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,중간 96나와서 다행이다 생각했는데 기말 몇개 틀리더니 B0... 정말 다 맞을 생각으로 듣는거 아니면 비추 대신 수업 내용은 좋아요 . 정말 기초부터 가르쳐주심
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,재미있고 교수님이 열정적이셔서 좋은 강의였다고 생각했습니다. 근데 기말 중간고사를 제외한 수시평가에서 3개정도 틀렸는데 B+....ㅎㅎㅎ .배신감이 크더라고요 ㅎㅎ 그냥 다맞는아야 에이쁠이라는생각으로 하시면될 것 같아요.
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,"중간고사 수시평가 기말고사가 있어요. 중간고사까지는 정말 껌이고 수시평가부터 외워야할 것들이 많아져요. 히라가나 정도는 외운 상태여야 덜 힘들 것 같습니다. 시험자체가 별로 어렵지 않아서 조금이라도 삐끗하면 a 못 받아요. 그런데 교수님이 학기 내내 기말 끝나고 성적에 대해 의문스러운 점이 있으면 연락하라고, 그러면 자기가 시험지 찍어서 보내주면서 어떻게 된거다 라고 설명해주신다고 했는데... 문자 드렸는데 끝까지 대답 없으셨어요 ㅋㅋㅋ...ㅠㅠ"
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,수업하시는 방식은 정말좋지만 한번있는 과제하기 너무 빡세고 점수도 매우 짜게 주십니다
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,외우는 것만 잘하면 A+받을 수 있어요 근데 실수 하면 큰일나는 과목입니다 A 받으려면 다 맞아야해요. 다 맞는 사람이 많아서! 반복학습을 하셔서 처음 일본어를 배우는 사람도 수업을 따라가기엔 충분합니다.
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,학점받기 힘듭니다 양학하러 오신분들은 다 맞지 않으시면 a+ 안나올거에요. 제가 그럴각오로 왔는데 중간쪽지시험 100+가산받고 기말도 다쓰고 하나 단어 빠트렸는데 a받았어요. 잘하시는 분과 그냥 수강신청하신분 차이가 있게 느껴졌습니다. 물론 어렵지 않은 내용을 배우고 히라가나 선에서 끝나기 때문에 처음하시는 분들도 듣는 것도 나쁘지 않아요 거의 1시간 하시고 수업끝내주시고 뒤에 질문 받아주시거든요. 성적도 확실하게 확인해주시고 교수님은 좋으셨습니다.
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,중간시험 쪽지시험 기말시험 세번 보고 보통 중간시험은 다들 잘 쳐서 쪽지시험이랑 기말시험으로 갈리는듯 합니다. 한자 최대한 외워가면 가산점 주시는데 상당히 꿀이니까 최대한 외워가세요. 딱 한 만큼 나오고 교수님께서 수업시간에 거의 다 이해하고 암기할 수 있도록 해주십니다 무엇보다 교수님이 너무 귀여우심...
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,진짜 교수님 존귀탱 ㅠㅠㅠ 되게 깐깐하시면서도 헌편으로는 정말 잘 가르쳐주시는 분이세욥 ㅠㅠ 일본어 잘 몰라도 도전해볼만해요
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,日本語できる人は心配いらないですよ。 単語も、まあ、難しくないし、だいたい知っている単語たちですから。 でもみんな頑張って勉強して試験を受けますから、一つでも間違ったら大変です。 これはこの授業だけではなく、他の先生の日本語の授業も同じです。 あ！試験は三回です。 中間、期末、その間に、単語テストがありますから。 でも中間はめええっちゃ安いです！ もし、あなたがその評価を、翻訳機を利用しないで読むことができったら、 おめでとう！あんたは満点です！ 心配しなくて受講してください。 あ、先生がだいたい試験に出ることは話してもらいますからね。 その分だけ勉強すればいいですよ。 じゃあ、がんばれ！
10022,기초일본어,권동현,Grade,4.6,없음,없음,학점느님,직접호명,세 번,0,다른 사람들도 모두 잘하기에 시험을 잘봐야하지만 저 같은 경우에는 중고등학교 때 배워서 그 영향도 있겠지만 맨날 하루전에 하루동안만 외워서 다 맞았어요 과제는 없음으로 했지만 딱 하나 있었어요 일본어 빽빽히 쓰는 건데 어렵지는 않았고 이게 성적에 반영되지는 않은 것 같네요..
10023,기초일본어,이주용,Grade,3.4,보통,없음,매우 깐깐함,직접호명,두 번,0,당시에 중국유학생들이랑 같이 들었는데 안올때도 있고 중국한자를 일본한자랑 헷갈려서 쓰고해서 그런가 학점이 제법 잘나왔어요. 일본어단어를 한자로 뜻과 발음정도 외우는 것만하면 쉬워요.
10023,기초일본어,이주용,Grade,3.4,보통,없음,매우 깐깐함,직접호명,두 번,0,배우는 내용이 진짜 어려워요 ㅠ 일본어 배우신 분만 들으세요!
10023,기초일본어,이주용,Grade,3.4,보통,없음,매우 깐깐함,직접호명,두 번,0,일본어를 처음배우는 학생이면 수업이 빨라서 따라가기 힘들어요
10023,기초일본어,이주용,Grade,3.4,보통,없음,매우 깐깐함,직접호명,두 번,0,"일본어를 안배운 사람에게는 조금 힘들 수도 있고, 일본어를 잘하는 사람도 듣기 때문에 학점 따기가 좀 어려움"
10023,기초일본어,이주용,Grade,3.4,보통,없음,매우 깐깐함,직접호명,두 번,0,고등학교 때 제2외국어 일본어1 배웠는데 이거 들으면 학점 잘 받을 수 있지 않을까해서 들었음. 근데 막상 들어보니까 일본어 배워본 사람 많음. 처음인 사람도 있긴 함. 비율까진 잘 모르겠지만. 처음에 히라가나 가타가나부터 배우긴 하는데 진도가 고등학교 때보다 빠른 느낌이라 일본어 1도 모르는 사람은 따라오기 좀 벅찰 듯. 과제는 기말까지 일본 관련 에세이 한편 써오는 거고 중간고사 쉬움. 실수해서 망한 듯.기말은 아직 모르겠음. 수업 처음에 다큐? 영상보여주시는데 그럭저럭 볼만 함.
10023,기초일본어,이주용,Grade,3.4,보통,없음,매우 깐깐함,직접호명,두 번,0,일본어 생 초보면 못 따라갈 수 있기에 평시에 조금씩이라도 복습하는게 중요. 중고교에서 한 번이라도 접한 적 있으면 그나마 수월함.
10023,기초일본어,이주용,Grade,3.4,보통,없음,매우 깐깐함,직접호명,두 번,0,"일본어 처음배우는거면 진짜 띠용할수도 있음 주의,,,"
10023,기초일본어,이주용,Grade,3.4,보통,없음,매우 깐깐함,직접호명,두 번,0,처음에 영상을 보면서 시작하고 쉬는시간도 주세요 근데 일본어를 처음배우는 저는 히라가나랑 가타카나를 엄청외웠는데 중간고사는 히라가나로 많이나왔지만 기말고사엔 한자도나와서... 그치만 다른일본어교수님들보다 좋은거같아요!!
10023,기초일본어,이주용,Grade,3.4,보통,없음,매우 깐깐함,직접호명,두 번,0,수업 처음부분은 20분 정도 일본여행영상 봅니다 좋아요 수업은.. 확실히 일본어 처음하는 분들한텐 어렵다고 느낄만도하네요..후반엔 문법까지 조금 배웠습니다. 고등학교 일본어보다 조금 더 배우는 거 같아요. 고등학교 때 일본어 배우신 분들은 괜찮을 거 같아요
10023,기초일본어,이주용,Grade,3.4,보통,없음,매우 깐깐함,직접호명,두 번,0,진짜 에바에요... 강의계획서에 처음배우는사람도 열심히하면 따라갈수있다고했는데 진짜 아니에요. 하루종일 일본어에만 매달려야할것같은... 나는 일본사람이랑 대화를이어나갈수있다 하는사람아니면 안듣는게 나아요.. 중간고사 너무망쳐서 기말때는 본문달달외워갔는데 본문이랑 이거저거 짬뽕시켜서나오고 한자도 달달와워야해요. 히라가나로써주는것도 몇개안되고 정말 제학점은....하.....
10023,기초일본어,이주용,Grade,3.4,보통,없음,매우 깐깐함,직접호명,두 번,0,"히라가나 1도 모르면 처음에 조금 힘들어요! 수업을 빨리 따라가질 못했어요ㅜㅠ 미리 외우거나 알고계신분을 더 추천합니다 교수님은 좋으신 분입니다 수업시작할때 영상보여주시고요 과제는 히라가나 써오기 같은거 몇번있고, 시험은 열심히공부 하면 진짜 쉽습니다....! 나름 재미있게 들었습니다"
10023,기초일본어,이주용,Grade,3.4,보통,없음,매우 깐깐함,직접호명,두 번,0,과제도 그냥 교재 내에서 몇페이지 숙제정도고 시험도 쉬운 편이에요 히라가나 모르는 사람도 어느정보만 공부하면 쉽습니다 시험 자체는 다만 일본어 잘하는 사람들이 이걸 많이 들어서 매~~우 잘하는 사람이 많아서 생각보다 a는 잘 안 나오는 편입니당  아예 잘 모르신다면 너무 열심히 말고 적당히 하고 적당한 b+ 받아가는게 효율적인 시간 분배가 될 듯 합니다
10023,기초일본어,이주용,Grade,3.4,보통,없음,매우 깐깐함,직접호명,두 번,0,ㅠㅠ조금 아쉬웠던 부분이있어서 3점입니다 기초일본어지만 물론 완전 기초만 배우는거 아닌거 저도 알아요! 하지만 2학점짜리 일주일에 두시간 수업해서 그런지 하루에 한단원씩 진도 나가요 ..진짜 일본어 못하는사람은 못따라가요 따라갈정도면 매일 복습하고 해야 될듯...중간고사 이후에 포기하게 되는것 같아요
10023,기초일본어,이주용,Grade,3.4,보통,없음,매우 깐깐함,직접호명,두 번,0,과제도 없고 시험도 쉬운 편입니다 단점이 있다면 수업이 너무 지루하다는거예요 그리고 출석비율이 높고 처음 결석했을 때 5점이 깎여서 출석 열심히 하셔야해요
10024,기초일본어,윤혜민,Grade,2.67,보통,없음,매우 깐깐함,전자출결,한 번,0,일본어 안했던 사람은 비추 시험 대부분 서술형이었는데 어려웠음 시험볼때 핸드폰으로 화면과 손 모두를 비춰야했는데 그러지않는 학생 다수에 중간중간 줌꺼지는 학생 많았음(솔직히 대놓고 컨닝한거 아닌가?) 그리고 귀 검사 안했음ㅋㅋㅋ 블루투스 이어폰 꼽기 쌉가능 아닌가?ㅋㅋㅋ 그런 학생들 점수 깍았다지만 솔직히 공정하지않다는 생각이 들었음 공지처럼 f때렸어야한다고 생각함 강의는 재미있었음 혼자 일본어 공부할 생각임
10024,기초일본어,윤혜민,Grade,2.67,보통,없음,매우 깐깐함,전자출결,한 번,2,정말 너무 별로였습니다. 중간고사는 안보고 기말고사 줌키고 비대면으로봤는데 접속안되는 학생들도 있었는데 교수님이 몰라서 다른학생이 알려줬습니다. 출석도 매시간마다하시고 너무 힘들었습니다. 일본어를 엄청 잘하지 안으면 듣지마세요
